"age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
21,20,21,6.14,75.13,"4","male","unempl","full-time","single"
18,23,25,5.14,78.28,"4","male","unempl","full-time","single"
25,23,14,6.71,45.3,"3","female","empl","par-time","single"
19,23,22,5.57,59.09,"4","male","unempl","full-time","single"
21,21,13,7.14,38.28,"3","female","empl","par-time","single"
24,20,12,7.43,45.79,"1","female","empl","par-time","single"
26,22,19,6.14,51.71,"5","male","unempl","full-time","divorced"
25,16,13,7.86,39.73,"2","female","empl","par-time","single"
23,17,10,8.14,38.11,"3","female","empl","par-time","single"
28,20,10,7.71,31.62,"3","female","empl","par-time","married"
20,16,21,6.71,69.14,"3","male","unempl","full-time","single"
23,22,14,6.86,48.91,"3","female","empl","par-time","single"
26,24,13,6.71,38.33,"4","female","empl","par-time","divorced"
31,22,23,5.57,83.83,"4","male","unempl","full-time","divorced"
26,18,5,8.71,24.48,"4","female","empl","par-time","married"
20,15,15,7.71,55.78,"5","male","unempl","full-time","single"
26,24,8,7.43,34.29,"4","female","empl","par-time","married"
27,18,12,7.71,47.22,"4","female","empl","par-time","divorced"
28,16,20,6.86,62.51,"4","male","unempl","full-time","divorced"
23,18,22,6.29,67.65,"3","male","unempl","full-time","single"
21,19,17,6.86,58.55,"1","male","unempl","full-time","single"
26,18,20,6.57,65.18,"3","male","unempl","full-time","divorced"
26,21,18,6.43,61.55,"1","male","unempl","full-time","divorced"
19,16,16,7.43,52.03,"3","male","unempl","full-time","single"
21,18,12,7.71,46.14,"3","female","empl","par-time","single"
22,20,13,7.29,42.74,"2","female","empl","par-time","single"
27,21,16,6.71,42.77,"2","male","empl","par-time","divorced"
32,16,19,7,69.13,"5","male","unempl","full-time","divorced"
19,19,16,7,53.63,"5","male","unempl","full-time","single"
17,27,12,6.43,25.4,"3","female","empl","par-time","single"
27,21,13,7.14,47.64,"3","female","empl","par-time","divorced"
20,20,9,7.86,39.17,"4","female","empl","par-time","single"
23,25,13,6.57,36.64,"2","female","empl","par-time","single"
21,16,22,6.57,66.86,"2","male","unempl","full-time","single"
20,19,23,6,72.3,"4","male","unempl","full-time","single"
29,15,10,8.43,34.68,"1","female","empl","par-time","married"
24,21,21,6,69.2,"5","male","unempl","full-time","single"
25,24,15,6.43,43.11,"2","male","empl","par-time","single"
23,17,16,7.29,57.91,"4","male","unempl","full-time","single"
21,22,16,6.57,44.34,"5","male","empl","par-time","single"
27,16,13,7.86,49.54,"2","female","empl","par-time","divorced"
17,18,8,8.29,30.57,"3","female","empl","par-time","single"
24,24,18,6,49,"2","male","empl","par-time","single"
23,23,10,7.29,29.05,"4","female","empl","par-time","married"
24,22,12,7.14,28.25,"5","female","empl","par-time","married"
25,17,16,7.29,52.75,"5","male","unempl","full-time","single"
18,18,18,6.86,59.11,"3","male","unempl","full-time","single"
23,15,18,7.29,58.21,"2","male","unempl","full-time","single"
23,20,15,7,48.17,"2","male","empl","par-time","single"
26,21,21,6,60.59,"1","male","unempl","full-time","divorced"
21,18,6,8.57,24.03,"5","female","empl","par-time","single"
25,19,12,7.57,42.76,"1","female","empl","par-time","single"
21,18,15,7.29,56.21,"4","male","unempl","full-time","single"
22,20,19,6.43,56.57,"1","male","unempl","full-time","single"
29,16,2,9.43,22.08,"1","female","empl","par-time","married"
28,23,25,5.14,72.03,"1","male","unempl","full-time","divorced"
24,23,6,7.86,19.23,"2","female","unempl","par-time","married"
27,20,19,6.43,58.61,"5","male","unempl","full-time","divorced"
34,20,12,7.43,35.58,"5","female","empl","par-time","divorced"
21,18,19,6.71,62.49,"1","male","unempl","full-time","single"
25,17,20,6.71,66.09,"3","male","unempl","full-time","single"
20,23,21,5.71,67.16,"1","male","unempl","full-time","single"
20,22,15,6.71,42.07,"2","male","empl","par-time","single"
22,16,13,7.86,53.51,"4","female","unempl","par-time","single"
24,14,18,7.43,61.99,"1","male","unempl","full-time","single"
25,18,19,6.71,67.81,"5","male","unempl","full-time","single"
22,21,10,7.57,42.15,"4","female","empl","par-time","single"
20,14,12,8.29,55.56,"5","female","unempl","par-time","single"
23,23,13,6.86,43.91,"4","female","empl","par-time","single"
27,23,20,5.86,57.87,"3","male","unempl","full-time","divorced"
27,23,26,5,71.48,"2","male","unempl","full-time","divorced"
25,16,10,8.29,38.12,"3","female","empl","par-time","single"
21,24,8,7.43,26.6,"4","female","empl","par-time","single"
23,20,20,6.29,61.63,"3","male","unempl","full-time","single"
21,17,11,8,36.37,"3","female","empl","par-time","single"
23,24,6,7.71,13.38,"4","female","unempl","par-time","married"
17,18,14,7.43,52.45,"2","female","unempl","full-time","single"
20,21,12,7.29,44.78,"1","female","empl","par-time","single"
18,20,11,7.57,33.87,"2","female","empl","par-time","single"
23,23,22,5.57,62.78,"2","male","unempl","full-time","single"
26,18,16,7.14,57.63,"4","male","unempl","full-time","divorced"
22,24,17,6.14,67.41,"3","male","unempl","full-time","single"
29,25,2,8.14,10.15,"4","female","unempl","par-time","married"
22,16,15,7.57,58.64,"3","male","unempl","full-time","single"
25,19,12,7.57,47.54,"3","female","empl","par-time","single"
19,22,20,6,57.85,"3","male","unempl","full-time","single"
22,24,7,7.57,20.1,"5","female","empl","par-time","single"
22,24,16,6.29,57.53,"3","male","unempl","full-time","single"
34,20,15,7,46.58,"3","male","empl","par-time","divorced"
19,16,16,7.43,50.85,"5","male","unempl","full-time","single"
29,23,17,6.29,51.29,"4","male","unempl","full-time","divorced"
27,20,9,7.86,30.35,"3","female","empl","par-time","married"
20,25,15,6.29,47.15,"4","male","empl","par-time","single"
17,22,16,6.57,50.95,"5","male","unempl","full-time","single"
23,26,18,5.71,38.32,"3","male","empl","par-time","single"
24,19,12,7.57,53.11,"4","female","unempl","par-time","single"
24,18,18,6.86,56.36,"1","male","unempl","full-time","single"
26,19,13,7.43,43.22,"4","female","empl","par-time","divorced"
27,20,14,7.14,41.49,"4","female","empl","par-time","divorced"
23,23,23,5.43,73.26,"5","male","unempl","full-time","single"
23,18,21,6.43,69.68,"3","male","unempl","full-time","single"
24,23,17,6.29,44.51,"1","male","empl","par-time","single"
24,19,20,6.43,74.53,"2","male","unempl","full-time","single"
19,23,28,4.71,79.59,"1","male","unempl","full-time","single"
28,20,12,7.43,32.35,"2","female","empl","par-time","married"
27,23,17,6.29,50.37,"5","male","unempl","full-time","divorced"
25,20,12,7.43,39.27,"2","female","empl","par-time","single"
23,28,11,6.43,20.23,"1","female","empl","par-time","married"
17,21,13,7.14,45.46,"3","female","empl","par-time","single"
28,18,16,7.14,48.54,"4","male","empl","par-time","divorced"
22,25,17,6,53.03,"3","male","unempl","full-time","single"
18,22,14,6.86,41.57,"1","female","empl","par-time","single"
26,23,12,7,40.29,"2","female","empl","par-time","divorced"
29,24,15,6.43,40.91,"1","male","empl","par-time","divorced"
23,21,20,6.14,65.14,"2","male","unempl","full-time","single"
22,15,21,6.86,74.34,"4","male","unempl","full-time","single"
24,26,18,5.71,40.39,"5","male","empl","par-time","single"
25,21,6,8.14,17.97,"2","female","unempl","par-time","married"
17,16,13,7.86,51.39,"3","female","unempl","par-time","single"
22,16,6,8.86,30.12,"1","female","empl","par-time","single"
19,21,15,6.86,50.29,"5","male","unempl","full-time","single"
31,16,6,8.86,30.92,"5","female","empl","par-time","married"
21,18,12,7.71,42.3,"3","female","empl","par-time","single"
24,13,6,9.29,31.9,"3","female","empl","par-time","married"
20,22,15,6.71,42.02,"4","male","empl","par-time","single"
21,23,8,7.57,23.81,"1","female","empl","par-time","single"
22,20,11,7.57,30.48,"5","female","empl","par-time","single"
20,21,9,7.71,35.2,"2","female","empl","par-time","single"
20,27,15,6,32.73,"5","male","empl","par-time","single"
26,19,18,6.71,56.9,"5","male","unempl","full-time","divorced"
28,20,13,7.29,50.59,"5","female","unempl","par-time","divorced"
17,19,22,6.14,77.61,"4","male","unempl","full-time","single"
23,19,13,7.43,42.72,"5","female","empl","par-time","single"
17,20,17,6.71,57.4,"1","male","unempl","full-time","single"
28,21,10,7.57,32.42,"4","female","empl","par-time","married"
28,19,13,7.43,50.8,"4","female","unempl","par-time","divorced"
25,25,6,7.57,17.27,"5","female","unempl","par-time","married"
24,16,14,7.71,52.04,"2","female","unempl","full-time","single"
25,19,28,5.29,87.87,"3","male","unempl","full-time","single"
17,26,10,6.86,24.4,"2","female","empl","par-time","single"
19,25,22,5.29,61.42,"3","male","unempl","full-time","single"
18,17,21,6.57,70.88,"1","male","unempl","full-time","single"
29,22,11,7.29,29.4,"4","female","empl","par-time","married"
22,26,8,7.14,25.24,"2","female","empl","par-time","single"
24,21,15,6.86,48.38,"5","male","empl","par-time","single"
17,24,16,6.29,46.65,"4","male","empl","par-time","single"
25,18,17,7,52.63,"5","male","unempl","full-time","single"
22,19,18,6.71,65.79,"5","male","unempl","full-time","single"
27,23,20,5.86,61.54,"4","male","unempl","full-time","divorced"
27,26,14,6.29,26.88,"1","female","empl","par-time","married"
26,16,15,7.57,56.09,"5","male","unempl","full-time","divorced"
25,25,16,6.14,41.44,"1","male","empl","par-time","single"
26,23,16,6.43,40.23,"1","male","empl","par-time","divorced"
32,21,10,7.57,28.5,"1","female","empl","par-time","married"
19,19,22,6.14,72.6,"5","male","unempl","full-time","single"
18,19,19,6.57,63.06,"3","male","unempl","full-time","single"
22,21,17,6.57,57.13,"3","male","unempl","full-time","single"
26,22,15,6.71,55.61,"2","male","unempl","full-time","divorced"
26,19,8,8.14,40.87,"3","female","empl","par-time","divorced"
19,23,21,5.71,62.14,"5","male","unempl","full-time","single"
22,22,14,6.86,40.73,"4","female","empl","par-time","single"
24,22,8,7.71,29.22,"2","female","empl","par-time","married"
23,19,18,6.71,63.74,"4","male","unempl","full-time","single"
18,16,22,6.57,79.46,"2","male","unempl","full-time","single"
21,26,15,6.14,36.22,"2","male","empl","par-time","single"
21,17,14,7.57,58.92,"4","female","unempl","full-time","single"
26,18,16,7.14,52.31,"2","male","unempl","full-time","divorced"
19,17,18,7,61.16,"1","male","unempl","full-time","single"
20,14,8,8.86,42,"2","female","empl","par-time","single"
16,17,14,7.57,58.97,"3","female","unempl","full-time","single"
24,21,4,8.43,12.99,"3","female","unempl","par-time","married"
29,22,10,7.43,30.01,"2","female","empl","par-time","married"
27,23,25,5.14,68.39,"2","male","unempl","full-time","divorced"
23,18,13,7.57,46.23,"2","female","empl","par-time","single"
19,21,16,6.71,47.26,"5","male","empl","par-time","single"
20,21,12,7.29,42.06,"3","female","empl","par-time","single"
20,24,13,6.71,47.55,"3","female","empl","par-time","single"
25,19,14,7.29,44.86,"5","female","empl","par-time","single"
22,15,11,8.29,47.78,"5","female","empl","par-time","single"
25,22,11,7.29,40.05,"3","female","empl","par-time","single"
18,23,19,6,53.52,"1","male","unempl","full-time","single"
20,17,21,6.57,65.79,"1","male","unempl","full-time","single"
22,18,4,8.86,24.38,"4","female","empl","par-time","single"
19,24,7,7.57,21.77,"4","female","empl","par-time","single"
24,18,15,7.29,55.21,"2","male","unempl","full-time","single"
27,24,8,7.43,26.44,"5","female","empl","par-time","married"
24,20,22,6,72.98,"3","male","unempl","full-time","single"
24,19,21,6.29,68.87,"1","male","unempl","full-time","single"
28,19,18,6.71,59.66,"5","male","unempl","full-time","divorced"
23,17,16,7.29,54.3,"1","male","unempl","full-time","single"
29,23,17,6.29,48.04,"3","male","empl","par-time","divorced"
26,19,8,8.14,37.15,"5","female","empl","par-time","divorced"
26,19,10,7.86,44.65,"5","female","empl","par-time","divorced"
24,23,9,7.43,21.57,"4","female","empl","par-time","married"
22,20,22,6,62.24,"2","male","unempl","full-time","single"
21,22,14,6.86,38.8,"4","female","empl","par-time","single"
26,21,16,6.71,52.71,"5","male","unempl","full-time","divorced"
27,16,7,8.71,25.03,"1","female","empl","par-time","married"
28,19,18,6.71,58.41,"1","male","unempl","full-time","divorced"
19,20,13,7.29,49.44,"2","female","empl","par-time","single"
29,17,19,6.86,68.47,"2","male","unempl","full-time","divorced"
23,18,20,6.57,68.28,"2","male","unempl","full-time","single"
20,21,19,6.29,60.11,"1","male","unempl","full-time","single"
22,25,17,6,48.32,"4","male","empl","par-time","single"
24,18,19,6.71,67.08,"4","male","unempl","full-time","single"
19,17,26,5.86,85.78,"2","male","unempl","full-time","single"
25,22,10,7.43,34.29,"3","female","empl","par-time","married"
23,18,9,8.14,35.66,"2","female","empl","par-time","single"
23,18,14,7.43,52.95,"3","female","unempl","full-time","single"
22,23,19,6,61.36,"1","male","unempl","full-time","single"
18,20,18,6.57,55.59,"3","male","unempl","full-time","single"
26,22,10,7.43,34.98,"2","female","empl","par-time","married"
26,22,14,6.86,36.94,"3","female","empl","par-time","divorced"
19,18,16,7.14,61.38,"3","male","unempl","full-time","single"
27,18,14,7.43,54.54,"5","female","unempl","full-time","divorced"
27,21,8,7.86,26.52,"4","female","empl","par-time","married"
18,23,12,7,44.03,"5","female","empl","par-time","single"
32,19,13,7.43,46.95,"5","female","empl","par-time","divorced"
23,20,19,6.43,62.98,"2","male","unempl","full-time","single"
20,22,10,7.43,30.49,"1","female","empl","par-time","single"
22,22,11,7.29,33.84,"2","female","empl","par-time","single"
18,18,6,8.57,30.94,"5","female","empl","par-time","single"
18,23,17,6.29,52.75,"4","male","unempl","full-time","single"
30,24,22,5.43,67.3,"2","male","unempl","full-time","divorced"
20,21,20,6.14,68.89,"2","male","unempl","full-time","single"
21,24,14,6.57,47.21,"2","female","empl","par-time","single"
27,15,5,9.14,28.59,"2","female","empl","par-time","married"
24,20,11,7.57,38.67,"2","female","empl","par-time","single"
20,22,11,7.29,35.7,"1","female","empl","par-time","single"
21,20,11,7.57,42.98,"2","female","empl","par-time","single"
23,23,18,6.14,60.43,"3","male","unempl","full-time","single"
21,18,14,7.43,57.85,"5","female","unempl","full-time","single"
27,21,18,6.43,55.61,"2","male","unempl","full-time","divorced"
21,20,9,7.86,45.04,"4","female","empl","par-time","single"
21,22,33,4.14,99.5,"5","male","unempl","full-time","single"
23,16,11,8.14,36.92,"4","female","empl","par-time","single"
26,24,13,6.71,38.38,"3","female","empl","par-time","divorced"
23,21,10,7.57,29.09,"3","female","empl","par-time","married"
19,21,16,6.71,44.51,"1","male","empl","par-time","single"
24,22,19,6.14,58.64,"3","male","unempl","full-time","single"
19,22,16,6.57,52.08,"2","male","unempl","full-time","single"
26,15,17,7.43,73.38,"5","male","unempl","full-time","divorced"
25,24,21,5.57,52.32,"3","male","unempl","full-time","single"
24,24,15,6.43,42.46,"4","male","empl","par-time","single"
24,18,6,8.57,24.53,"5","female","empl","par-time","married"
21,14,23,6.71,89,"5","male","unempl","full-time","single"
16,23,19,6,59.35,"5","male","unempl","full-time","single"
24,20,18,6.57,53.62,"4","male","unempl","full-time","single"
19,18,16,7.14,54.99,"5","male","unempl","full-time","single"
26,24,14,6.57,36.49,"4","female","empl","par-time","divorced"
23,18,13,7.57,49.04,"1","female","empl","par-time","single"
18,20,19,6.43,54.91,"2","male","unempl","full-time","single"
23,27,20,5.29,55.48,"5","male","unempl","full-time","single"
19,20,21,6.14,66.1,"2","male","unempl","full-time","single"
29,22,10,7.43,27.78,"4","female","empl","par-time","married"
24,22,23,5.57,77.17,"1","male","unempl","full-time","single"
28,26,14,6.29,34.01,"1","female","empl","par-time","married"
28,23,11,7.14,41.98,"4","female","empl","par-time","divorced"
21,16,14,7.71,50.81,"1","female","unempl","full-time","single"
17,21,16,6.71,44.44,"1","male","empl","par-time","single"
21,18,10,8,40.29,"3","female","empl","par-time","single"
27,17,17,7.14,59.99,"5","male","unempl","full-time","divorced"
23,21,15,6.86,50,"3","male","unempl","full-time","single"
30,22,16,6.57,48.3,"5","male","empl","par-time","divorced"
19,19,13,7.43,41.74,"4","female","empl","par-time","single"
17,18,9,8.14,40.64,"3","female","empl","par-time","single"
21,26,19,5.57,49.34,"5","male","empl","par-time","single"
20,22,19,6.14,49.35,"2","male","empl","par-time","single"
32,15,10,8.43,40.28,"5","female","empl","par-time","divorced"
23,23,20,5.86,46.95,"1","male","unempl","full-time","single"
17,20,20,6.29,76.61,"3","male","unempl","full-time","single"
25,18,9,8.14,32.38,"3","female","empl","par-time","married"
20,20,26,5.43,79.75,"3","male","unempl","full-time","single"
18,18,16,7.14,50.31,"4","male","unempl","full-time","single"
27,19,12,7.57,43.82,"5","female","empl","par-time","divorced"
29,22,14,6.86,33.12,"1","female","empl","par-time","married"
16,20,9,7.86,40.03,"2","female","empl","par-time","single"
22,19,8,8.14,33.58,"1","female","empl","par-time","single"
22,18,24,6,85.82,"3","male","unempl","full-time","single"
27,17,12,7.86,41.41,"5","female","empl","par-time","divorced"
24,15,12,8.14,42.92,"5","female","empl","par-time","single"
20,17,20,6.71,74.46,"2","male","unempl","full-time","single"
25,19,16,7,51.5,"5","male","unempl","full-time","single"
25,18,12,7.71,46.23,"5","female","empl","par-time","single"
29,18,12,7.71,44.07,"4","female","empl","par-time","divorced"
25,19,14,7.29,43.9,"1","female","empl","par-time","single"
25,19,12,7.57,37.92,"3","female","empl","par-time","single"
26,23,20,5.86,51.43,"5","male","unempl","full-time","divorced"
23,26,12,6.57,32.64,"4","female","empl","par-time","married"
23,22,12,7.14,40.63,"4","female","empl","par-time","single"
21,17,15,7.43,56.89,"5","male","unempl","full-time","single"
30,20,19,6.43,62.29,"5","male","unempl","full-time","divorced"
20,16,14,7.71,51.62,"1","female","unempl","full-time","single"
24,16,10,8.29,38.83,"2","female","empl","par-time","single"
24,23,16,6.43,46.7,"4","male","empl","par-time","single"
29,21,10,7.57,35.78,"4","female","empl","par-time","divorced"
22,16,19,7,65.24,"4","male","unempl","full-time","single"
20,17,18,7,69.7,"1","male","unempl","full-time","single"
19,22,17,6.43,53.35,"1","male","unempl","full-time","single"
20,19,16,7,60.06,"2","male","unempl","full-time","single"
22,24,12,6.86,37.93,"5","female","empl","par-time","single"
21,15,7,8.86,36.9,"3","female","empl","par-time","single"
24,16,16,7.43,59.16,"3","male","unempl","full-time","single"
18,23,11,7.14,30.83,"5","female","empl","par-time","single"
22,16,19,7,71.05,"5","male","unempl","full-time","single"
21,22,14,6.86,44.82,"4","female","empl","par-time","single"
23,21,9,7.71,23.17,"5","female","empl","par-time","married"
20,21,15,6.86,53.04,"1","male","unempl","full-time","single"
28,19,10,7.86,34.45,"1","female","empl","par-time","married"
30,23,23,5.43,72.36,"2","male","unempl","full-time","divorced"
27,13,16,7.86,67.29,"5","male","unempl","full-time","divorced"
18,21,21,6,72.23,"2","male","unempl","full-time","single"
22,26,21,5.29,63.53,"4","male","unempl","full-time","single"
17,18,13,7.57,45.18,"3","female","empl","par-time","single"
20,23,8,7.57,17.78,"5","female","unempl","par-time","single"
18,20,13,7.29,42.06,"2","female","empl","par-time","single"
26,20,20,6.29,64.69,"5","male","unempl","full-time","divorced"
25,21,15,6.86,40.47,"3","male","empl","par-time","single"
18,14,23,6.71,77.84,"3","male","unempl","full-time","single"
20,14,11,8.43,46.21,"2","female","empl","par-time","single"
24,18,8,8.29,31.19,"2","female","empl","par-time","married"
28,25,13,6.57,34.98,"1","female","empl","par-time","married"
21,21,11,7.43,38.21,"3","female","empl","par-time","single"
20,20,26,5.43,73.08,"3","male","unempl","full-time","single"
24,22,15,6.71,50.45,"4","male","unempl","full-time","single"
25,17,8,8.43,39.31,"2","female","empl","par-time","single"
24,20,18,6.57,57.6,"5","male","unempl","full-time","single"
20,20,11,7.57,41.88,"3","female","empl","par-time","single"
25,18,6,8.57,27.02,"2","female","empl","par-time","married"
28,28,9,6.71,19.99,"2","female","unempl","par-time","married"
21,22,20,6,57.4,"1","male","unempl","full-time","single"
32,24,22,5.43,57.1,"1","male","unempl","full-time","divorced"
27,24,6,7.71,21.68,"2","female","empl","par-time","married"
16,23,14,6.71,47.26,"5","female","empl","par-time","single"
27,21,14,7,49.93,"3","female","empl","par-time","divorced"
22,22,20,6,63.34,"3","male","unempl","full-time","single"
26,18,16,7.14,47.92,"2","male","empl","par-time","divorced"
21,22,11,7.29,31.77,"4","female","empl","par-time","single"
23,21,17,6.57,57.66,"2","male","unempl","full-time","single"
25,19,17,6.86,64.72,"3","male","unempl","full-time","single"
20,18,23,6.14,78.92,"3","male","unempl","full-time","single"
17,20,18,6.57,53.05,"1","male","unempl","full-time","single"
21,18,5,8.71,19.87,"3","female","unempl","par-time","single"
21,18,18,6.86,65.45,"1","male","unempl","full-time","single"
22,16,19,7,70.23,"2","male","unempl","full-time","single"
28,24,15,6.43,38.96,"3","male","empl","par-time","divorced"
32,21,15,6.86,46.65,"2","male","empl","par-time","divorced"
23,21,12,7.29,32.05,"1","female","empl","par-time","married"
18,22,24,5.43,71.81,"5","male","unempl","full-time","single"
25,19,11,7.71,38.75,"1","female","empl","par-time","single"
24,16,16,7.43,68.54,"5","male","unempl","full-time","single"
19,21,16,6.71,67.7,"2","male","unempl","full-time","single"
24,25,23,5.14,68.88,"3","male","unempl","full-time","single"
24,24,14,6.57,50.65,"4","female","unempl","full-time","single"
27,20,11,7.57,43.2,"5","female","empl","par-time","divorced"
28,19,10,7.86,40.69,"2","female","empl","par-time","divorced"
22,23,12,7,30.69,"1","female","empl","par-time","single"
30,17,14,7.57,51.32,"4","female","unempl","full-time","divorced"
23,20,13,7.29,35.73,"4","female","empl","par-time","single"
26,18,16,7.14,45.44,"2","male","empl","par-time","divorced"
18,23,9,7.43,31.46,"3","female","empl","par-time","single"
21,22,14,6.86,31.08,"1","female","empl","par-time","single"
25,22,12,7.14,34.91,"4","female","empl","par-time","married"
26,22,15,6.71,38.79,"5","male","empl","par-time","divorced"
23,20,12,7.43,38.07,"1","female","empl","par-time","single"
21,18,21,6.43,67.56,"5","male","unempl","full-time","single"
24,18,24,6,76.6,"3","male","unempl","full-time","single"
23,25,21,5.43,55.54,"4","male","unempl","full-time","single"
16,13,9,8.86,35.94,"2","female","empl","par-time","single"
24,22,14,6.86,44.31,"4","female","empl","par-time","single"
20,27,8,7,25.4,"3","female","empl","par-time","single"
22,17,11,8,41.39,"5","female","empl","par-time","single"
22,21,8,7.86,34.46,"4","female","empl","par-time","single"
28,23,19,6,53.9,"2","male","unempl","full-time","divorced"
29,21,17,6.57,57.45,"4","male","unempl","full-time","divorced"
26,19,9,8,23.26,"2","female","empl","par-time","married"
19,21,11,7.43,31.85,"5","female","empl","par-time","single"
24,11,16,8.14,67.45,"3","male","unempl","full-time","single"
24,19,21,6.29,66.83,"4","male","unempl","full-time","single"
17,20,12,7.43,47.57,"5","female","empl","par-time","single"
23,22,11,7.29,35.19,"5","female","empl","par-time","single"
19,22,17,6.43,52.89,"5","male","unempl","full-time","single"
27,28,17,5.57,42.21,"2","male","empl","par-time","divorced"
18,25,16,6.14,45.13,"3","male","empl","par-time","single"
23,20,11,7.57,29.01,"4","female","empl","par-time","married"
27,23,18,6.14,43.01,"5","male","empl","par-time","divorced"
22,20,21,6.14,58.9,"1","male","unempl","full-time","single"
25,17,12,7.86,38.16,"2","female","empl","par-time","single"
20,20,3,8.71,8.57,"1","female","unempl","par-time","single"
24,19,26,5.57,82.58,"3","male","unempl","full-time","single"
26,20,6,8.29,26.1,"3","female","empl","par-time","married"
26,12,20,7.43,75.27,"3","male","unempl","full-time","divorced"
19,24,6,7.71,13.73,"2","female","unempl","par-time","single"
25,21,20,6.14,62.38,"1","male","unempl","full-time","single"
20,23,14,6.71,37.06,"3","female","empl","par-time","single"
24,24,19,5.86,54.02,"5","male","unempl","full-time","single"
19,16,13,7.86,54.93,"3","female","unempl","par-time","single"
22,19,15,7.14,48.03,"1","male","empl","par-time","single"
28,23,17,6.29,53.11,"1","male","unempl","full-time","divorced"
23,20,11,7.57,38.37,"2","female","empl","par-time","single"
21,20,7,8.14,28.39,"2","female","empl","par-time","single"
18,23,12,7,35.54,"3","female","empl","par-time","single"
27,23,13,6.86,37.68,"4","female","empl","par-time","divorced"
21,15,14,7.86,55.48,"2","female","unempl","full-time","single"
20,17,21,6.57,77.27,"4","male","unempl","full-time","single"
25,23,26,5,75.35,"2","male","unempl","full-time","single"
27,23,15,6.57,47.17,"5","male","empl","par-time","divorced"
24,13,9,8.86,39.11,"1","female","empl","par-time","single"
24,18,18,6.86,54.19,"5","male","unempl","full-time","single"
31,22,17,6.43,48.66,"1","male","empl","par-time","divorced"
18,23,9,7.43,33.47,"5","female","empl","par-time","single"
24,18,17,7,60.66,"3","male","unempl","full-time","single"
21,21,17,6.57,50.69,"1","male","unempl","full-time","single"
28,19,20,6.43,58.59,"3","male","unempl","full-time","divorced"
22,18,21,6.43,71.89,"2","male","unempl","full-time","single"
28,22,13,7,47.11,"4","female","empl","par-time","divorced"
19,21,24,5.57,76.99,"2","male","unempl","full-time","single"
27,20,15,7,52.82,"4","male","unempl","full-time","divorced"
25,17,18,7,64.07,"5","male","unempl","full-time","single"
24,19,9,8,38.1,"1","female","empl","par-time","single"
22,19,13,7.43,43.87,"2","female","empl","par-time","single"
18,19,18,6.71,51.31,"1","male","unempl","full-time","single"
23,23,19,6,62.26,"5","male","unempl","full-time","single"
25,19,15,7.14,52.45,"4","male","unempl","full-time","single"
21,22,13,7,37.55,"1","female","empl","par-time","single"
24,23,17,6.29,50.32,"1","male","unempl","full-time","single"
22,21,15,6.86,36.78,"4","male","empl","par-time","single"
22,25,7,7.43,22.61,"5","female","empl","par-time","single"
29,22,16,6.57,48.85,"4","male","empl","par-time","divorced"
18,21,11,7.43,42.81,"4","female","empl","par-time","single"
23,20,13,7.29,43.96,"1","female","empl","par-time","single"
20,17,13,7.71,41.06,"1","female","empl","par-time","single"
21,20,21,6.14,70.7,"3","male","unempl","full-time","single"
24,15,23,6.57,85.55,"4","male","unempl","full-time","single"
21,18,19,6.71,61.03,"3","male","unempl","full-time","single"
19,18,11,7.86,39.7,"3","female","empl","par-time","single"
24,19,16,7,53.23,"3","male","unempl","full-time","single"
22,24,17,6.14,58.36,"2","male","unempl","full-time","single"
26,22,7,7.86,14.7,"3","female","unempl","par-time","married"
17,24,15,6.43,38.57,"1","male","empl","par-time","single"
32,18,10,8,39.21,"1","female","empl","par-time","divorced"
24,23,20,5.86,53.64,"4","male","unempl","full-time","single"
25,22,4,8.29,14.05,"4","female","unempl","par-time","married"
24,16,9,8.43,31.2,"3","female","empl","par-time","married"
27,18,15,7.29,58.53,"1","male","unempl","full-time","divorced"
20,14,20,7.14,71.01,"5","male","unempl","full-time","single"
24,19,14,7.29,56.66,"1","female","unempl","full-time","single"
23,26,18,5.71,46.78,"4","male","empl","par-time","single"
23,21,12,7.29,41.07,"1","female","empl","par-time","single"
28,24,17,6.14,45.64,"3","male","empl","par-time","divorced"
22,24,19,5.86,51.21,"1","male","unempl","full-time","single"
17,18,19,6.71,69.33,"4","male","unempl","full-time","single"
28,18,10,8,29.49,"1","female","empl","par-time","married"
23,18,17,7,68.81,"4","male","unempl","full-time","single"
21,20,11,7.57,41.46,"2","female","empl","par-time","single"
29,24,16,6.29,42.94,"2","male","empl","par-time","divorced"
24,18,11,7.86,39.44,"3","female","empl","par-time","single"
20,21,14,7,44.09,"2","female","empl","par-time","single"
22,22,22,5.71,72.69,"5","male","unempl","full-time","single"
29,20,15,7,50.49,"1","male","unempl","full-time","divorced"
27,22,13,7,35.9,"2","female","empl","par-time","divorced"
32,20,9,7.86,29.77,"1","female","empl","par-time","married"
22,16,19,7,63.84,"3","male","unempl","full-time","single"
30,21,6,8.14,14.88,"1","female","unempl","par-time","married"
22,17,13,7.71,46.34,"5","female","empl","par-time","single"
23,17,12,7.86,46.65,"4","female","empl","par-time","single"
19,17,17,7.14,51.56,"1","male","unempl","full-time","single"
30,18,21,6.43,72.77,"4","male","unempl","full-time","divorced"
23,23,16,6.43,54.86,"1","male","unempl","full-time","single"
23,21,16,6.71,52.37,"4","male","unempl","full-time","single"
23,18,24,6,77.78,"5","male","unempl","full-time","single"
